Rate_code_id,RatecodeID,RatecodeType
8547,1,Standard rate
8548,1,Standard rate
8549,1,Standard rate
8550,1,Standard rate
8551,1,Standard rate
8552,1,Standard rate
8553,1,Standard rate
8554,1,Standard rate
8555,1,Standard rate
8556,1,Standard rate
8557,1,Standard rate
8558,1,Standard rate
8559,1,Standard rate
8560,1,Standard rate
8561,1,Standard rate
8562,1,Standard rate
8563,1,Standard rate
8564,1,Standard rate
8565,1,Standard rate
8566,1,Standard rate
8567,1,Standard rate
8568,1,Standard rate
8569,1,Standard rate
8570,1,Standard rate
8571,1,Standard rate
8572,1,Standard rate
8573,1,Standard rate
8574,1,Standard rate
8575,1,Standard rate
8576,1,Standard rate
8577,1,Standard rate
8578,1,Standard rate
8579,1,Standard rate
8580,1,Standard rate
8581,1,Standard rate
8582,1,Standard rate
8583,1,Standard rate
8584,2,JFK
8585,1,Standard rate
8586,1,Standard rate
8587,1,Standard rate
8588,2,JFK
8589,2,JFK
8590,1,Standard rate
8591,1,Standard rate
8592,1,Standard rate
8593,1,Standard rate
8594,1,Standard rate
8595,1,Standard rate
8596,1,Standard rate
8597,1,Standard rate
8598,1,Standard rate
8599,1,Standard rate
8600,1,Standard rate
8601,1,Standard rate
8602,1,Standard rate
8603,1,Standard rate
8604,1,Standard rate
8605,1,Standard rate
8606,1,Standard rate
8607,1,Standard rate
8608,1,Standard rate
8609,1,Standard rate
8610,1,Standard rate
8611,1,Standard rate
8612,1,Standard rate
8613,1,Standard rate
8614,1,Standard rate
8615,1,Standard rate
8616,1,Standard rate
8617,1,Standard rate
8618,1,Standard rate
8619,1,Standard rate
8620,1,Standard rate
8621,1,Standard rate
8622,1,Standard rate
8623,1,Standard rate
8624,1,Standard rate
8625,1,Standard rate
8626,1,Standard rate
8627,1,Standard rate
8628,1,Standard rate
8629,1,Standard rate
8630,1,Standard rate
8631,1,Standard rate
8632,1,Standard rate
8633,1,Standard rate
8634,1,Standard rate
8635,1,Standard rate
8636,1,Standard rate
8637,1,Standard rate
8638,1,Standard rate
8639,1,Standard rate
8640,1,Standard rate
8641,1,Standard rate
8642,1,Standard rate
8643,1,Standard rate
8644,2,JFK
8645,1,Standard rate
8646,1,Standard rate
8647,1,Standard rate
8648,1,Standard rate
8649,1,Standard rate
8650,1,Standard rate
8651,1,Standard rate
8652,1,Standard rate
8653,1,Standard rate
8654,1,Standard rate
8655,1,Standard rate
8656,1,Standard rate
8657,1,Standard rate
8658,1,Standard rate
8659,1,Standard rate
8660,1,Standard rate
8661,1,Standard rate
8662,1,Standard rate
8663,1,Standard rate
8664,1,Standard rate
8665,1,Standard rate
8666,1,Standard rate
8667,1,Standard rate
8668,1,Standard rate
8669,1,Standard rate
8670,1,Standard rate
8671,2,JFK
8672,1,Standard rate
8673,1,Standard rate
8674,1,Standard rate
8675,2,JFK
8676,1,Standard rate
8677,1,Standard rate
8678,1,Standard rate
8679,1,Standard rate
8680,1,Standard rate
8681,1,Standard rate
8682,1,Standard rate
8683,1,Standard rate
8684,1,Standard rate
8685,1,Standard rate
8686,1,Standard rate
8687,1,Standard rate
8688,1,Standard rate
8689,1,Standard rate
8690,1,Standard rate
8691,1,Standard rate
8692,1,Standard rate
8693,1,Standard rate
8694,1,Standard rate
8695,1,Standard rate
8696,1,Standard rate
8697,1,Standard rate
8698,1,Standard rate
8699,1,Standard rate
8700,1,Standard rate
8701,1,Standard rate
8702,1,Standard rate
8703,1,Standard rate
8704,1,Standard rate
8705,1,Standard rate
8706,1,Standard rate
8707,1,Standard rate
8708,1,Standard rate
8709,1,Standard rate
8710,1,Standard rate
8711,1,Standard rate
8712,1,Standard rate
8713,1,Standard rate
8714,1,Standard rate
8715,1,Standard rate
8716,1,Standard rate
8717,1,Standard rate
8718,1,Standard rate
8719,1,Standard rate
8720,1,Standard rate
8721,1,Standard rate
8722,1,Standard rate
8723,1,Standard rate
8724,2,JFK
8725,1,Standard rate
8726,1,Standard rate
8727,1,Standard rate
8728,1,Standard rate
8729,1,Standard rate
8730,1,Standard rate
8731,1,Standard rate
8732,1,Standard rate
8733,1,Standard rate
8734,1,Standard rate
8735,1,Standard rate
8736,1,Standard rate
8737,1,Standard rate
8738,1,Standard rate
8739,1,Standard rate
8740,1,Standard rate
8741,1,Standard rate
8742,1,Standard rate
8743,1,Standard rate
8744,1,Standard rate
8745,1,Standard rate
8746,1,Standard rate
8747,1,Standard rate
8748,1,Standard rate
8749,1,Standard rate
8750,2,JFK
8751,1,Standard rate
8752,1,Standard rate
8753,1,Standard rate
8754,1,Standard rate
8755,1,Standard rate
8756,1,Standard rate
8757,1,Standard rate
8758,1,Standard rate
8759,1,Standard rate
8760,1,Standard rate
8761,1,Standard rate
8762,1,Standard rate
8763,1,Standard rate
8764,1,Standard rate
8765,1,Standard rate
8766,1,Standard rate
8767,1,Standard rate
8768,1,Standard rate
8769,1,Standard rate
8770,1,Standard rate
8771,1,Standard rate
8772,1,Standard rate
8773,1,Standard rate
8774,1,Standard rate
8775,1,Standard rate
8776,1,Standard rate
8777,1,Standard rate
8778,1,Standard rate
8779,1,Standard rate
8780,1,Standard rate
8781,1,Standard rate
8782,1,Standard rate
8783,1,Standard rate
8784,1,Standard rate
8785,1,Standard rate
8786,1,Standard rate
8787,1,Standard rate
8788,1,Standard rate
8789,1,Standard rate
8790,1,Standard rate
8791,1,Standard rate
8792,1,Standard rate
8793,1,Standard rate
8794,1,Standard rate
8795,1,Standard rate
8796,1,Standard rate
8797,1,Standard rate
8798,1,Standard rate
8799,1,Standard rate
8800,1,Standard rate
8801,1,Standard rate
8802,1,Standard rate
8803,2,JFK
8804,1,Standard rate
8805,1,Standard rate
8806,1,Standard rate
8807,1,Standard rate
8808,1,Standard rate
8809,1,Standard rate
8810,1,Standard rate
8811,1,Standard rate
8812,1,Standard rate
8813,1,Standard rate
8814,2,JFK
8815,1,Standard rate
8816,1,Standard rate
8817,1,Standard rate
8818,1,Standard rate
8819,1,Standard rate
8820,1,Standard rate
8821,1,Standard rate
8822,1,Standard rate
8823,1,Standard rate
8824,1,Standard rate
8825,1,Standard rate
8826,1,Standard rate
8827,1,Standard rate
8828,1,Standard rate
8829,1,Standard rate
8830,1,Standard rate
8831,1,Standard rate
8832,1,Standard rate
8833,1,Standard rate
8834,1,Standard rate
8835,1,Standard rate
8836,1,Standard rate
8837,1,Standard rate
8838,1,Standard rate
8839,1,Standard rate
8840,1,Standard rate
8841,1,Standard rate
8842,1,Standard rate
8843,1,Standard rate
8844,1,Standard rate
8845,1,Standard rate
8846,1,Standard rate
8847,1,Standard rate
8848,1,Standard rate
8849,1,Standard rate
8850,1,Standard rate
8851,1,Standard rate
8852,1,Standard rate
8853,1,Standard rate
8854,1,Standard rate
8855,1,Standard rate
8856,1,Standard rate
8857,1,Standard rate
8858,1,Standard rate
8859,1,Standard rate
8860,1,Standard rate
8861,1,Standard rate
8862,1,Standard rate
8863,1,Standard rate
8864,1,Standard rate
8865,1,Standard rate
8866,1,Standard rate
8867,1,Standard rate
8868,1,Standard rate
8869,1,Standard rate
8870,1,Standard rate
8871,1,Standard rate
8872,1,Standard rate
8873,1,Standard rate
8874,1,Standard rate
8875,1,Standard rate
8876,1,Standard rate
8877,1,Standard rate
8878,1,Standard rate
8879,1,Standard rate
8880,1,Standard rate
8881,1,Standard rate
8882,1,Standard rate
8883,1,Standard rate
8884,1,Standard rate
8885,1,Standard rate
8886,1,Standard rate
8887,1,Standard rate
8888,1,Standard rate
8889,1,Standard rate
8890,1,Standard rate
8891,1,Standard rate
8892,1,Standard rate
8893,1,Standard rate
8894,1,Standard rate
8895,1,Standard rate
8896,1,Standard rate
8897,1,Standard rate
8898,1,Standard rate
8899,1,Standard rate
8900,1,Standard rate
8901,1,Standard rate
8902,1,Standard rate
8903,1,Standard rate
8904,1,Standard rate
8905,1,Standard rate
8906,1,Standard rate
8907,1,Standard rate
8908,1,Standard rate
8909,1,Standard rate
8910,1,Standard rate
8911,1,Standard rate
8912,1,Standard rate
8913,1,Standard rate
8914,1,Standard rate
8915,1,Standard rate
8916,1,Standard rate
8917,1,Standard rate
8918,1,Standard rate
8919,1,Standard rate
8920,1,Standard rate
8921,1,Standard rate
8922,1,Standard rate
8923,1,Standard rate
8924,1,Standard rate
8925,1,Standard rate
8926,1,Standard rate
8927,1,Standard rate
8928,1,Standard rate
8929,1,Standard rate
8930,1,Standard rate
8931,1,Standard rate
8932,1,Standard rate
8933,1,Standard rate
8934,1,Standard rate
8935,1,Standard rate
8936,1,Standard rate
8937,1,Standard rate
8938,1,Standard rate
8939,1,Standard rate
8940,1,Standard rate
8941,1,Standard rate
8942,2,JFK
8943,1,Standard rate
8944,1,Standard rate
8945,1,Standard rate
8946,1,Standard rate
8947,2,JFK
8948,1,Standard rate
8949,1,Standard rate
8950,1,Standard rate
8951,1,Standard rate
8952,1,Standard rate
8953,1,Standard rate
8954,1,Standard rate
8955,1,Standard rate
8956,1,Standard rate
8957,1,Standard rate
8958,1,Standard rate
8959,1,Standard rate
8960,1,Standard rate
8961,1,Standard rate
8962,1,Standard rate
8963,1,Standard rate
8964,1,Standard rate
8965,1,Standard rate
8966,1,Standard rate
8967,1,Standard rate
8968,1,Standard rate
8969,2,JFK
8970,2,JFK
8971,1,Standard rate
8972,1,Standard rate
8973,1,Standard rate
8974,1,Standard rate
8975,1,Standard rate
8976,1,Standard rate
8977,1,Standard rate
8978,1,Standard rate
8979,1,Standard rate
8980,1,Standard rate
8981,1,Standard rate
8982,1,Standard rate
8983,1,Standard rate
8984,1,Standard rate
8985,1,Standard rate
8986,1,Standard rate
8987,1,Standard rate
8988,1,Standard rate
8989,1,Standard rate
8990,1,Standard rate
8991,1,Standard rate
8992,1,Standard rate
8993,1,Standard rate
8994,1,Standard rate
8995,1,Standard rate
8996,1,Standard rate
8997,1,Standard rate
8998,1,Standard rate
8999,1,Standard rate
9000,1,Standard rate
9001,1,Standard rate
9002,1,Standard rate
9003,1,Standard rate
9004,1,Standard rate
9005,1,Standard rate
9006,1,Standard rate
9007,1,Standard rate
9008,1,Standard rate
9009,1,Standard rate
9010,1,Standard rate
9011,1,Standard rate
9012,1,Standard rate
9013,1,Standard rate
9014,1,Standard rate
9015,1,Standard rate
9016,1,Standard rate
9017,1,Standard rate
9018,1,Standard rate
9019,1,Standard rate
9020,1,Standard rate
9021,1,Standard rate
9022,1,Standard rate
9023,1,Standard rate
9024,1,Standard rate
9025,1,Standard rate
9026,1,Standard rate
9027,1,Standard rate
9028,1,Standard rate
9029,1,Standard rate
9030,1,Standard rate
9031,1,Standard rate
9032,1,Standard rate
9033,1,Standard rate
9034,1,Standard rate
9035,2,JFK
9036,1,Standard rate
9037,1,Standard rate
9038,1,Standard rate
9039,1,Standard rate
9040,1,Standard rate
9041,1,Standard rate
9042,1,Standard rate
9043,1,Standard rate
9044,1,Standard rate
9045,1,Standard rate
9046,1,Standard rate
9047,1,Standard rate
9048,1,Standard rate
9049,1,Standard rate
9050,2,JFK
9051,1,Standard rate
9052,3,Newark
9053,1,Standard rate
9054,3,Newark
9055,1,Standard rate
9056,1,Standard rate
9057,1,Standard rate
9058,1,Standard rate
9059,1,Standard rate
9060,1,Standard rate
9061,1,Standard rate
9062,1,Standard rate
9063,1,Standard rate
9064,1,Standard rate
9065,1,Standard rate
9066,1,Standard rate
9067,1,Standard rate
9068,1,Standard rate
9069,1,Standard rate
9070,1,Standard rate
9071,1,Standard rate
9072,1,Standard rate
9073,1,Standard rate
9074,1,Standard rate
9075,1,Standard rate
9076,1,Standard rate
9077,2,JFK
9078,1,Standard rate
9079,1,Standard rate
9080,1,Standard rate
9081,1,Standard rate
9082,1,Standard rate
9083,1,Standard rate
9084,1,Standard rate
9085,1,Standard rate
9086,1,Standard rate
9087,1,Standard rate
9088,1,Standard rate
9089,1,Standard rate
9090,1,Standard rate
9091,1,Standard rate
9092,1,Standard rate
9093,1,Standard rate
9094,1,Standard rate
9095,1,Standard rate
9096,1,Standard rate
9097,1,Standard rate
9098,1,Standard rate
9099,1,Standard rate
9100,1,Standard rate
9101,1,Standard rate
9102,1,Standard rate
9103,1,Standard rate
9104,1,Standard rate
9105,1,Standard rate
9106,1,Standard rate
9107,1,Standard rate
9108,1,Standard rate
9109,1,Standard rate
9110,1,Standard rate
9111,1,Standard rate
9112,1,Standard rate
9113,1,Standard rate
9114,2,JFK
9115,1,Standard rate
9116,1,Standard rate
9117,1,Standard rate
9118,1,Standard rate
9119,1,Standard rate
9120,1,Standard rate
9121,1,Standard rate
9122,1,Standard rate
9123,1,Standard rate
9124,1,Standard rate
9125,1,Standard rate
9126,1,Standard rate
9127,1,Standard rate
9128,1,Standard rate
9129,1,Standard rate
9130,1,Standard rate
9131,1,Standard rate
9132,1,Standard rate
9133,1,Standard rate
9134,1,Standard rate
9135,1,Standard rate
9136,1,Standard rate
9137,1,Standard rate
9138,1,Standard rate
9139,1,Standard rate
9140,1,Standard rate
9141,1,Standard rate
9142,1,Standard rate
9143,1,Standard rate
9144,1,Standard rate
9145,1,Standard rate
9146,1,Standard rate
9147,1,Standard rate
9148,1,Standard rate
9149,1,Standard rate
9150,2,JFK
9151,1,Standard rate
9152,1,Standard rate
9153,1,Standard rate
9154,1,Standard rate
9155,1,Standard rate
9156,1,Standard rate
9157,1,Standard rate
9158,1,Standard rate
9159,1,Standard rate
9160,1,Standard rate
9161,1,Standard rate
9162,1,Standard rate
9163,1,Standard rate
9164,1,Standard rate
9165,1,Standard rate
9166,1,Standard rate
9167,1,Standard rate
9168,2,JFK
9169,1,Standard rate
9170,1,Standard rate
9171,1,Standard rate
9172,1,Standard rate
9173,1,Standard rate
9174,1,Standard rate
9175,1,Standard rate
9176,1,Standard rate
9177,1,Standard rate
9178,1,Standard rate
9179,1,Standard rate
9180,1,Standard rate
9181,1,Standard rate
9182,1,Standard rate
9183,1,Standard rate
9184,1,Standard rate
9185,1,Standard rate
9186,1,Standard rate
9187,1,Standard rate
9188,1,Standard rate
9189,1,Standard rate
9190,1,Standard rate
9191,1,Standard rate
9192,1,Standard rate
9193,1,Standard rate
9194,1,Standard rate
9195,1,Standard rate
9196,1,Standard rate
9197,1,Standard rate
9198,1,Standard rate
9199,1,Standard rate
9200,1,Standard rate
9201,1,Standard rate
9202,1,Standard rate
9203,1,Standard rate
9204,1,Standard rate
9205,1,Standard rate
9206,1,Standard rate
9207,1,Standard rate
9208,1,Standard rate
9209,1,Standard rate
9210,1,Standard rate
9211,1,Standard rate
9212,1,Standard rate
9213,1,Standard rate
9214,1,Standard rate
9215,1,Standard rate
9216,1,Standard rate
9217,1,Standard rate
9218,1,Standard rate
9219,1,Standard rate
9220,1,Standard rate
9221,1,Standard rate
9222,1,Standard rate
9223,1,Standard rate
9224,1,Standard rate
9225,1,Standard rate
9226,1,Standard rate
9227,1,Standard rate
9228,1,Standard rate
9229,1,Standard rate
9230,1,Standard rate
9231,1,Standard rate
9232,1,Standard rate
9233,1,Standard rate
9234,1,Standard rate
9235,1,Standard rate
9236,1,Standard rate
9237,1,Standard rate
9238,1,Standard rate
9239,1,Standard rate
9240,1,Standard rate
9241,1,Standard rate
9242,1,Standard rate
9243,1,Standard rate
9244,1,Standard rate
9245,1,Standard rate
9246,1,Standard rate
9247,1,Standard rate
9248,1,Standard rate
9249,1,Standard rate
9250,1,Standard rate
9251,1,Standard rate
9252,1,Standard rate
9253,1,Standard rate
9254,1,Standard rate
9255,1,Standard rate
9256,1,Standard rate
9257,1,Standard rate
9258,1,Standard rate
9259,1,Standard rate
9260,1,Standard rate
9261,1,Standard rate
9262,1,Standard rate
9263,1,Standard rate
9264,1,Standard rate
9265,1,Standard rate
9266,1,Standard rate
9267,1,Standard rate
9268,1,Standard rate
9269,1,Standard rate
9270,1,Standard rate
9271,1,Standard rate
9272,1,Standard rate
9273,1,Standard rate
9274,1,Standard rate
9275,1,Standard rate
9276,1,Standard rate
9277,1,Standard rate
9278,1,Standard rate
9279,1,Standard rate
9280,1,Standard rate
9281,1,Standard rate
9282,1,Standard rate
9283,1,Standard rate
9284,1,Standard rate
9285,1,Standard rate
9286,1,Standard rate
9287,1,Standard rate
9288,1,Standard rate
9289,1,Standard rate
9290,1,Standard rate
9291,1,Standard rate
9292,1,Standard rate
9293,1,Standard rate
9294,1,Standard rate
9295,1,Standard rate
9296,1,Standard rate
9297,1,Standard rate
9298,1,Standard rate
9299,1,Standard rate
9300,1,Standard rate
9301,1,Standard rate
9302,1,Standard rate
9303,1,Standard rate
9304,1,Standard rate
9305,1,Standard rate
9306,1,Standard rate
9307,1,Standard rate
9308,1,Standard rate
9309,1,Standard rate
9310,1,Standard rate
9311,1,Standard rate
9312,1,Standard rate
9313,1,Standard rate
9314,1,Standard rate
9315,1,Standard rate
9316,1,Standard rate
9317,1,Standard rate
9318,1,Standard rate
9319,1,Standard rate
9320,1,Standard rate
9321,1,Standard rate
9322,1,Standard rate
9323,1,Standard rate
9324,1,Standard rate
9325,1,Standard rate
9326,1,Standard rate
9327,1,Standard rate
9328,1,Standard rate
9329,2,JFK
9330,1,Standard rate
9331,1,Standard rate
9332,2,JFK
9333,1,Standard rate
9334,1,Standard rate
9335,1,Standard rate
9336,1,Standard rate
9337,1,Standard rate
9338,1,Standard rate
9339,1,Standard rate
9340,1,Standard rate
9341,1,Standard rate
9342,1,Standard rate
9343,1,Standard rate
9344,1,Standard rate
9345,1,Standard rate
9346,1,Standard rate
9347,1,Standard rate
9348,1,Standard rate
9349,1,Standard rate
9350,1,Standard rate
9351,1,Standard rate
9352,1,Standard rate
9353,1,Standard rate
9354,1,Standard rate
9355,1,Standard rate
9356,2,JFK
9357,1,Standard rate
9358,1,Standard rate
9359,1,Standard rate
9360,1,Standard rate
9361,1,Standard rate
9362,1,Standard rate
9363,1,Standard rate
9364,1,Standard rate
9365,1,Standard rate
9366,1,Standard rate
9367,1,Standard rate
9368,1,Standard rate
9369,1,Standard rate
9370,1,Standard rate
9371,1,Standard rate
9372,1,Standard rate
9373,1,Standard rate
9374,1,Standard rate
9375,1,Standard rate
9376,1,Standard rate
9377,1,Standard rate
9378,1,Standard rate
9379,1,Standard rate
9380,1,Standard rate
9381,1,Standard rate
9382,1,Standard rate
9383,1,Standard rate
9384,1,Standard rate
9385,1,Standard rate
9386,1,Standard rate
9387,1,Standard rate
9388,1,Standard rate
9389,1,Standard rate
9390,1,Standard rate
9391,1,Standard rate
9392,1,Standard rate
9393,1,Standard rate
9394,1,Standard rate
9395,1,Standard rate
9396,1,Standard rate
9397,1,Standard rate
9398,1,Standard rate
9399,1,Standard rate
9400,1,Standard rate
9401,1,Standard rate
9402,1,Standard rate
9403,1,Standard rate
9404,1,Standard rate
9405,1,Standard rate
9406,1,Standard rate
9407,1,Standard rate
9408,1,Standard rate
9409,1,Standard rate
9410,1,Standard rate
9411,1,Standard rate
9412,1,Standard rate
9413,1,Standard rate
9414,1,Standard rate
9415,1,Standard rate
9416,1,Standard rate
9417,1,Standard rate
9418,1,Standard rate
9419,2,JFK
9420,1,Standard rate
9421,1,Standard rate
9422,2,JFK
9423,1,Standard rate
9424,1,Standard rate
9425,1,Standard rate
9426,1,Standard rate
9427,1,Standard rate
9428,1,Standard rate
9429,1,Standard rate
9430,1,Standard rate
9431,1,Standard rate
9432,1,Standard rate
9433,1,Standard rate
9434,1,Standard rate
9435,1,Standard rate
9436,2,JFK
9437,1,Standard rate
9438,1,Standard rate
9439,1,Standard rate
9440,1,Standard rate
9441,1,Standard rate
9442,1,Standard rate
9443,1,Standard rate
9444,1,Standard rate
9445,1,Standard rate
9446,1,Standard rate
9447,1,Standard rate
9448,1,Standard rate
9449,1,Standard rate
9450,1,Standard rate
9451,1,Standard rate
9452,1,Standard rate
9453,1,Standard rate
9454,1,Standard rate
9455,1,Standard rate
9456,1,Standard rate
9457,1,Standard rate
9458,1,Standard rate
9459,1,Standard rate
9460,1,Standard rate
9461,1,Standard rate
9462,1,Standard rate
9463,1,Standard rate
9464,1,Standard rate
9465,1,Standard rate
9466,1,Standard rate
9467,1,Standard rate
9468,1,Standard rate
9469,1,Standard rate
9470,1,Standard rate
9471,1,Standard rate
9472,1,Standard rate
9473,1,Standard rate
9474,1,Standard rate
9475,1,Standard rate
9476,1,Standard rate
9477,1,Standard rate
9478,1,Standard rate
9479,1,Standard rate
9480,1,Standard rate
9481,1,Standard rate
9482,1,Standard rate
9483,1,Standard rate
9484,1,Standard rate
9485,1,Standard rate
9486,5,Negotiated fare
9487,1,Standard rate
9488,1,Standard rate
9489,1,Standard rate
9490,1,Standard rate
9491,1,Standard rate
9492,1,Standard rate
9493,1,Standard rate
9494,1,Standard rate
9495,1,Standard rate
9496,1,Standard rate
9497,1,Standard rate
9498,1,Standard rate
9499,1,Standard rate
9500,1,Standard rate
9501,1,Standard rate
9502,5,Negotiated fare
9503,1,Standard rate
9504,1,Standard rate
9505,1,Standard rate
9506,1,Standard rate
9507,1,Standard rate
9508,1,Standard rate
9509,1,Standard rate
9510,1,Standard rate
9511,1,Standard rate
9512,1,Standard rate
9513,1,Standard rate
9514,1,Standard rate
9515,1,Standard rate
9516,1,Standard rate
9517,1,Standard rate
9518,1,Standard rate
9519,1,Standard rate
9520,1,Standard rate
9521,1,Standard rate
9522,1,Standard rate
9523,1,Standard rate
9524,1,Standard rate
9525,1,Standard rate
9526,1,Standard rate
9527,1,Standard rate
9528,1,Standard rate
9529,1,Standard rate
9530,1,Standard rate
9531,1,Standard rate
9532,1,Standard rate
9533,1,Standard rate
9534,1,Standard rate
9535,1,Standard rate
9536,1,Standard rate
9537,1,Standard rate
9538,1,Standard rate
9539,1,Standard rate
9540,1,Standard rate
9541,1,Standard rate
9542,1,Standard rate
9543,1,Standard rate
9544,1,Standard rate
9545,1,Standard rate
9546,1,Standard rate
9547,1,Standard rate
9548,1,Standard rate
9549,1,Standard rate
9550,1,Standard rate
9551,1,Standard rate
9552,1,Standard rate
9553,1,Standard rate
9554,1,Standard rate
9555,1,Standard rate
9556,1,Standard rate
9557,1,Standard rate
9558,1,Standard rate
9559,1,Standard rate
9560,1,Standard rate
9561,1,Standard rate
9562,1,Standard rate
9563,1,Standard rate
9564,1,Standard rate
9565,1,Standard rate
9566,1,Standard rate
9567,1,Standard rate
9568,1,Standard rate
9569,1,Standard rate
9570,1,Standard rate
9571,1,Standard rate
9572,1,Standard rate
9573,1,Standard rate
9574,1,Standard rate
9575,1,Standard rate
9576,1,Standard rate
9577,1,Standard rate
9578,1,Standard rate
9579,1,Standard rate
9580,1,Standard rate
9581,1,Standard rate
9582,1,Standard rate
9583,1,Standard rate
9584,1,Standard rate
9585,1,Standard rate
9586,1,Standard rate
9587,1,Standard rate
9588,1,Standard rate
9589,1,Standard rate
9590,1,Standard rate
9591,1,Standard rate
9592,1,Standard rate
9593,1,Standard rate
9594,1,Standard rate
9595,1,Standard rate
9596,1,Standard rate
9597,1,Standard rate
9598,1,Standard rate
9599,1,Standard rate
9600,1,Standard rate
9601,1,Standard rate
9602,1,Standard rate
9603,1,Standard rate
9604,1,Standard rate
9605,1,Standard rate
9606,1,Standard rate
9607,1,Standard rate
9608,1,Standard rate
9609,1,Standard rate
9610,1,Standard rate
9611,1,Standard rate
9612,1,Standard rate
9613,1,Standard rate
9614,1,Standard rate
9615,1,Standard rate
9616,1,Standard rate
9617,1,Standard rate
9618,1,Standard rate
9619,1,Standard rate
9620,1,Standard rate
9621,1,Standard rate
9622,1,Standard rate
9623,1,Standard rate
9624,2,JFK
9625,1,Standard rate
9626,1,Standard rate
9627,1,Standard rate
9628,1,Standard rate
9629,1,Standard rate
9630,2,JFK
9631,1,Standard rate
9632,1,Standard rate
9633,1,Standard rate
9634,1,Standard rate
9635,1,Standard rate
9636,1,Standard rate
9637,1,Standard rate
9638,2,JFK
9639,1,Standard rate
9640,1,Standard rate
9641,1,Standard rate
9642,1,Standard rate
9643,1,Standard rate
9644,1,Standard rate
9645,1,Standard rate
9646,1,Standard rate
9647,1,Standard rate
9648,1,Standard rate
9649,1,Standard rate
9650,1,Standard rate
9651,1,Standard rate
9652,1,Standard rate
9653,1,Standard rate
9654,1,Standard rate
9655,1,Standard rate
9656,1,Standard rate
9657,1,Standard rate
9658,1,Standard rate
9659,1,Standard rate
9660,1,Standard rate
9661,1,Standard rate
9662,1,Standard rate
9663,1,Standard rate
9664,1,Standard rate
9665,1,Standard rate
9666,1,Standard rate
9667,1,Standard rate
9668,1,Standard rate
9669,1,Standard rate
9670,1,Standard rate
9671,1,Standard rate
9672,1,Standard rate
9673,1,Standard rate
9674,1,Standard rate
9675,1,Standard rate
9676,1,Standard rate
9677,1,Standard rate
9678,1,Standard rate
9679,1,Standard rate
9680,1,Standard rate
9681,1,Standard rate
9682,1,Standard rate
9683,1,Standard rate
9684,1,Standard rate
9685,1,Standard rate
9686,1,Standard rate
9687,1,Standard rate
9688,1,Standard rate
9689,1,Standard rate
9690,1,Standard rate
9691,1,Standard rate
9692,1,Standard rate
9693,1,Standard rate
9694,1,Standard rate
9695,1,Standard rate
9696,1,Standard rate
9697,1,Standard rate
9698,1,Standard rate
9699,1,Standard rate
9700,1,Standard rate
9701,1,Standard rate
9702,1,Standard rate
9703,1,Standard rate
9704,1,Standard rate
9705,1,Standard rate
9706,1,Standard rate
9707,1,Standard rate
9708,1,Standard rate
9709,1,Standard rate
9710,1,Standard rate
9711,1,Standard rate
9712,1,Standard rate
9713,1,Standard rate
9714,1,Standard rate
9715,1,Standard rate
9716,1,Standard rate
9717,1,Standard rate
9718,1,Standard rate
9719,1,Standard rate
9720,1,Standard rate
9721,1,Standard rate
9722,1,Standard rate
9723,1,Standard rate
9724,1,Standard rate
9725,1,Standard rate
9726,1,Standard rate
9727,1,Standard rate
9728,1,Standard rate
9729,1,Standard rate
9730,1,Standard rate
9731,1,Standard rate
9732,1,Standard rate
9733,1,Standard rate
9734,1,Standard rate
9735,1,Standard rate
9736,1,Standard rate
9737,1,Standard rate
9738,1,Standard rate
9739,1,Standard rate
9740,1,Standard rate
9741,1,Standard rate
9742,1,Standard rate
9743,1,Standard rate
9744,1,Standard rate
9745,1,Standard rate
9746,1,Standard rate
9747,1,Standard rate
9748,1,Standard rate
9749,1,Standard rate
9750,1,Standard rate
9751,1,Standard rate
9752,1,Standard rate
9753,1,Standard rate
9754,1,Standard rate
9755,1,Standard rate
9756,1,Standard rate
9757,1,Standard rate
9758,1,Standard rate
9759,1,Standard rate
9760,1,Standard rate
9761,1,Standard rate
9762,1,Standard rate
9763,1,Standard rate
9764,1,Standard rate
9765,1,Standard rate
9766,1,Standard rate
9767,1,Standard rate
9768,1,Standard rate
9769,1,Standard rate
9770,1,Standard rate
9771,1,Standard rate
9772,1,Standard rate
9773,1,Standard rate
9774,1,Standard rate
9775,1,Standard rate
9776,1,Standard rate
9777,1,Standard rate
9778,1,Standard rate
9779,1,Standard rate
9780,1,Standard rate
9781,1,Standard rate
9782,1,Standard rate
9783,1,Standard rate
9784,2,JFK
9785,1,Standard rate
9786,1,Standard rate
9787,1,Standard rate
9788,1,Standard rate
9789,1,Standard rate
9790,1,Standard rate
9791,1,Standard rate
9792,1,Standard rate
9793,1,Standard rate
9794,1,Standard rate
9795,1,Standard rate
9796,1,Standard rate
9797,1,Standard rate
9798,1,Standard rate
9799,1,Standard rate
9800,1,Standard rate
9801,1,Standard rate
9802,1,Standard rate
9803,1,Standard rate
9804,1,Standard rate
9805,1,Standard rate
9806,1,Standard rate
9807,1,Standard rate
9808,1,Standard rate
9809,1,Standard rate
9810,1,Standard rate
9811,1,Standard rate
9812,1,Standard rate
9813,1,Standard rate
9814,1,Standard rate
9815,1,Standard rate
9816,1,Standard rate
9817,1,Standard rate
9818,1,Standard rate
9819,1,Standard rate
9820,1,Standard rate
9821,1,Standard rate
9822,1,Standard rate
