trip_distance_id,trip_distance
17179871289,0.77
17179871290,1.64
17179871291,3.7
17179871292,0.7
17179871293,1.03
17179871294,6.91
17179871295,0.93
17179871296,1.81
17179871297,0.8
17179871298,2.33
17179871299,3.53
17179871300,1.33
17179871301,2.13
17179871302,0.91
17179871303,1.53
17179871304,1.63
17179871305,3.36
17179871306,0.45
17179871307,8.62
17179871308,3.44
17179871309,0.7
17179871310,1.14
17179871311,2.37
17179871312,2.14
17179871313,1.65
17179871314,1.89
17179871315,0.46
17179871316,11.47
17179871317,3.36
17179871318,0.96
17179871319,0.86
17179871320,6.59
17179871321,0.76
17179871322,1.33
17179871323,0.89
17179871324,5.71
17179871325,1.15
17179871326,1.05
17179871327,1.46
17179871328,0.46
17179871329,4.47
17179871330,2.7
17179871331,0.74
17179871332,1.34
17179871333,1.06
17179871334,6.96
17179871335,2.27
17179871336,1.8
17179871337,0.67
17179871338,4.87
17179871339,7.18
17179871340,15.18
17179871341,1.25
17179871342,0.87
17179871343,1.09
17179871344,18.03
17179871345,1.33
17179871346,2.25
17179871347,2.48
17179871348,1.61
17179871349,1.87
17179871350,4.51
17179871351,0.8
17179871352,1.75
17179871353,3.41
17179871354,18.97
17179871355,1.94
17179871356,3.01
17179871357,1.94
17179871358,2.38
17179871359,1.58
17179871360,1.42
17179871361,0.99
17179871362,17.32
17179871363,1.96
17179871364,0.83
17179871365,4.06
17179871366,1.58
17179871367,1.13
17179871368,1.69
17179871369,2.91
17179871370,1.17
17179871371,1.02
17179871372,0.96
17179871373,1.49
17179871374,5.0
17179871375,1.11
17179871376,5.43
17179871377,1.81
17179871378,1.31
17179871379,1.78
17179871380,0.93
17179871381,1.03
17179871382,0.95
17179871383,0.5
17179871384,12.62
17179871385,1.46
17179871386,4.06
17179871387,4.08
17179871388,1.38
17179871389,1.86
17179871390,1.64
17179871391,6.18
17179871392,0.7
17179871393,1.74
17179871394,0.56
17179871395,9.36
17179871396,1.03
17179871397,5.19
17179871398,10.96
17179871399,0.82
17179871400,1.83
17179871401,1.14
17179871402,2.22
17179871403,1.32
17179871404,1.21
17179871405,1.44
17179871406,0.94
17179871407,1.14
17179871408,2.57
17179871409,5.18
17179871410,0.91
17179871411,0.62
17179871412,1.38
17179871413,1.4
17179871414,0.97
17179871415,1.89
17179871416,3.08
17179871417,0.94
17179871418,2.27
17179871419,6.31
17179871420,2.36
17179871421,2.06
17179871422,2.49
17179871423,2.59
17179871424,7.13
17179871425,1.78
17179871426,1.16
17179871427,3.86
17179871428,0.75
17179871429,1.39
17179871430,1.16
17179871431,0.82
17179871432,2.45
17179871433,6.98
17179871434,0.48
17179871435,5.56
17179871436,0.69
17179871437,1.93
17179871438,0.75
17179871439,0.99
17179871440,0.57
17179871441,0.95
17179871442,4.36
17179871443,1.38
17179871444,8.82
17179871445,1.15
17179871446,4.16
17179871447,0.77
17179871448,0.73
17179871449,6.64
17179871450,9.07
17179871451,1.22
17179871452,1.19
17179871453,1.51
17179871454,0.48
17179871455,2.67
17179871456,2.88
17179871457,2.49
17179871458,1.91
17179871459,1.47
17179871460,1.07
17179871461,0.87
17179871462,0.95
17179871463,1.04
17179871464,1.52
17179871465,1.95
17179871466,4.05
17179871467,3.37
17179871468,0.98
17179871469,2.64
17179871470,1.07
17179871471,0.38
17179871472,0.87
17179871473,3.46
17179871474,0.93
17179871475,1.14
17179871476,1.62
17179871477,0.96
17179871478,3.38
17179871479,0.58
17179871480,1.42
17179871481,0.42
17179871482,4.04
17179871483,0.71
17179871484,6.49
17179871485,3.57
17179871486,9.14
17179871487,9.5
17179871488,4.51
17179871489,2.39
17179871490,5.5
17179871491,4.68
17179871492,1.09
17179871493,2.05
17179871494,2.03
17179871495,18.36
17179871496,3.74
17179871497,2.16
17179871498,1.03
17179871499,3.07
17179871500,3.54
17179871501,1.32
17179871502,1.99
17179871503,2.04
17179871504,1.33
17179871505,2.84
17179871506,20.38
17179871507,2.59
17179871508,1.01
17179871509,6.38
17179871510,0.53
17179871511,2.59
17179871512,0.97
17179871513,3.31
17179871514,1.84
17179871515,3.25
17179871516,0.97
17179871517,3.65
17179871518,0.91
17179871519,2.95
17179871520,1.97
17179871521,0.79
17179871522,1.57
17179871523,1.14
17179871524,0.78
17179871525,1.2
17179871526,3.93
17179871527,4.1
17179871528,2.7
17179871529,1.62
17179871530,1.59
17179871531,1.07
17179871532,8.72
17179871533,1.06
17179871534,0.79
17179871535,7.42
17179871536,0.78
17179871537,0.31
17179871538,0.4
17179871539,0.99
17179871540,0.97
17179871541,6.26
17179871542,0.66
17179871543,0.81
17179871544,0.93
17179871545,3.58
17179871546,5.38
17179871547,3.32
17179871548,3.39
17179871549,2.95
17179871550,0.69
17179871551,9.05
17179871552,2.75
17179871553,1.55
17179871554,0.65
17179871555,2.47
17179871556,1.67
17179871557,1.26
17179871558,0.89
17179871559,1.8
17179871560,3.8
17179871561,1.06
17179871562,4.62
17179871563,0.95
17179871564,1.17
17179871565,2.13
17179871566,1.93
17179871567,18.91
17179871568,0.0
17179871569,2.56
17179871570,0.91
17179871571,1.17
17179871572,0.76
17179871573,0.72
17179871574,0.98
17179871575,3.78
17179871576,1.51
17179871577,1.73
17179871578,1.55
17179871579,0.58
17179871580,1.5
17179871581,3.21
17179871582,2.12
17179871583,4.02
17179871584,2.92
17179871585,0.98
17179871586,0.85
17179871587,1.67
17179871588,0.44
17179871589,1.04
17179871590,1.33
17179871591,0.73
17179871592,1.28
17179871593,0.89
17179871594,0.76
17179871595,1.8
17179871596,2.11
17179871597,9.06
17179871598,1.96
17179871599,1.55
17179871600,2.86
17179871601,14.33
17179871602,0.52
17179871603,1.06
17179871604,10.54
17179871605,2.28
17179871606,1.92
17179871607,1.0
17179871608,0.64
17179871609,1.94
17179871610,0.97
17179871611,1.94
17179871612,0.87
17179871613,1.45
17179871614,1.65
17179871615,0.63
17179871616,0.29
17179871617,1.28
17179871618,3.79
17179871619,2.21
17179871620,0.79
17179871621,1.3
17179871622,1.75
17179871623,0.76
17179871624,9.04
17179871625,1.0
17179871626,3.87
17179871627,0.48
17179871628,2.46
17179871629,0.52
17179871630,1.25
17179871631,1.07
17179871632,2.47
17179871633,2.43
17179871634,12.93
17179871635,2.19
17179871636,2.9
17179871637,7.21
17179871638,9.05
17179871639,9.4
17179871640,1.52
17179871641,2.89
17179871642,0.87
17179871643,13.64
17179871644,1.13
17179871645,0.52
17179871646,15.5
17179871647,2.32
17179871648,2.07
17179871649,3.55
17179871650,2.03
17179871651,0.44
17179871652,1.02
17179871653,1.81
17179871654,0.99
17179871655,5.55
17179871656,1.83
17179871657,2.89
17179871658,0.47
17179871659,1.04
17179871660,1.06
17179871661,1.13
17179871662,6.76
17179871663,2.74
17179871664,1.63
17179871665,0.64
17179871666,1.1
17179871667,8.31
17179871668,1.54
17179871669,0.79
17179871670,1.06
17179871671,16.88
17179871672,3.31
17179871673,3.3
17179871674,0.97
17179871675,0.58
17179871676,2.32
17179871677,0.69
17179871678,3.77
17179871679,1.13
17179871680,1.24
17179871681,0.94
17179871682,3.41
17179871683,1.29
17179871684,4.13
17179871685,1.97
17179871686,1.65
17179871687,1.91
17179871688,3.61
17179871689,2.53
17179871690,1.36
17179871691,1.71
17179871692,0.85
17179871693,6.52
17179871694,1.71
17179871695,2.18
17179871696,2.41
17179871697,0.82
17179871698,1.37
17179871699,1.96
17179871700,1.42
17179871701,12.48
17179871702,1.41
17179871703,2.6
17179871704,6.39
17179871705,0.85
17179871706,0.49
17179871707,1.97
17179871708,0.75
17179871709,6.03
17179871710,1.06
17179871711,2.66
17179871712,0.85
17179871713,0.67
17179871714,6.83
17179871715,9.27
17179871716,1.26
17179871717,2.12
17179871718,1.02
17179871719,2.21
17179871720,4.82
17179871721,0.47
17179871722,1.14
17179871723,1.24
17179871724,2.4
17179871725,1.0
17179871726,3.29
17179871727,0.75
17179871728,10.7
17179871729,0.71
17179871730,2.05
17179871731,0.96
17179871732,1.74
17179871733,1.65
17179871734,4.6
17179871735,0.65
17179871736,0.75
17179871737,5.32
17179871738,2.35
17179871739,0.59
17179871740,2.71
17179871741,0.89
17179871742,1.65
17179871743,0.42
17179871744,0.6
17179871745,1.02
17179871746,7.89
17179871747,2.05
17179871748,1.38
17179871749,1.06
17179871750,3.14
17179871751,0.68
17179871752,2.25
17179871753,1.79
17179871754,7.07
17179871755,1.11
17179871756,0.47
17179871757,3.42
17179871758,1.82
17179871759,0.86
17179871760,6.73
17179871761,1.7
17179871762,2.86
17179871763,1.03
17179871764,1.22
17179871765,1.26
17179871766,1.32
17179871767,2.5
17179871768,2.12
17179871769,1.1
17179871770,0.94
17179871771,2.19
17179871772,12.69
17179871773,2.97
17179871774,1.31
17179871775,5.62
17179871776,0.78
17179871777,4.03
17179871778,0.81
17179871779,3.21
17179871780,1.3
17179871781,1.21
17179871782,1.02
17179871783,0.63
17179871784,5.09
17179871785,0.6
17179871786,18.04
17179871787,0.43
17179871788,0.93
17179871789,2.96
17179871790,2.58
17179871791,0.95
17179871792,1.81
17179871793,1.46
17179871794,2.53
17179871795,2.15
17179871796,1.12
17179871797,1.17
17179871798,1.83
17179871799,1.14
17179871800,1.0
17179871801,1.08
17179871802,1.97
17179871803,1.51
17179871804,0.89
17179871805,0.77
17179871806,10.65
17179871807,14.72
17179871808,0.53
17179871809,5.47
17179871810,1.31
17179871811,0.91
17179871812,2.95
17179871813,0.95
17179871814,3.05
17179871815,6.75
17179871816,1.25
17179871817,4.25
17179871818,0.54
17179871819,0.47
17179871820,1.01
17179871821,1.35
17179871822,1.15
17179871823,1.29
17179871824,1.43
17179871825,1.43
17179871826,1.32
17179871827,0.62
17179871828,2.34
17179871829,0.4
17179871830,1.45
17179871831,1.32
17179871832,7.77
17179871833,1.78
17179871834,1.67
17179871835,0.75
17179871836,1.58
17179871837,0.8
17179871838,1.25
17179871839,0.63
17179871840,1.21
17179871841,5.4
17179871842,5.78
17179871843,3.57
17179871844,3.9
17179871845,0.93
17179871846,0.66
17179871847,0.92
17179871848,0.91
17179871849,1.89
17179871850,1.3
17179871851,3.2
17179871852,2.27
17179871853,4.39
17179871854,0.57
17179871855,1.51
17179871856,0.54
17179871857,0.3
17179871858,0.77
17179871859,2.18
17179871860,1.97
17179871861,14.24
17179871862,0.84
17179871863,1.34
17179871864,0.97
17179871865,1.83
17179871866,1.03
17179871867,2.16
17179871868,0.92
17179871869,4.03
17179871870,3.29
17179871871,0.78
17179871872,1.65
17179871873,1.18
17179871874,0.26
17179871875,1.0
17179871876,1.41
17179871877,1.45
17179871878,4.47
17179871879,1.85
17179871880,2.84
17179871881,1.37
17179871882,0.93
17179871883,5.24
17179871884,6.8
17179871885,1.11
17179871886,1.29
17179871887,0.89
17179871888,2.59
17179871889,5.14
17179871890,4.27
17179871891,1.78
17179871892,1.12
17179871893,1.21
17179871894,1.77
17179871895,2.32
17179871896,4.95
17179871897,1.26
17179871898,0.89
17179871899,1.17
17179871900,1.64
17179871901,0.92
17179871902,3.65
17179871903,1.09
17179871904,5.52
17179871905,0.85
17179871906,0.55
17179871907,2.36
17179871908,1.63
17179871909,3.7
17179871910,2.1
17179871911,0.83
17179871912,3.88
17179871913,1.56
17179871914,0.33
17179871915,1.79
17179871916,2.28
17179871917,1.65
17179871918,0.86
17179871919,0.7
17179871920,0.96
17179871921,2.64
17179871922,2.95
17179871923,1.12
17179871924,0.7
17179871925,0.98
17179871926,0.71
17179871927,3.76
17179871928,1.49
17179871929,1.19
17179871930,1.71
17179871931,1.13
17179871932,6.61
17179871933,0.21
17179871934,9.84
17179871935,2.03
17179871936,2.88
17179871937,0.9
17179871938,1.83
17179871939,2.66
17179871940,1.81
17179871941,1.46
17179871942,4.13
17179871943,2.22
17179871944,1.27
17179871945,1.78
17179871946,0.85
17179871947,0.66
17179871948,5.87
17179871949,4.04
17179871950,4.57
17179871951,6.95
17179871952,2.72
17179871953,0.67
17179871954,0.18
17179871955,0.61
17179871956,1.02
17179871957,1.26
17179871958,0.36
17179871959,0.71
17179871960,1.02
17179871961,1.91
17179871962,0.77
17179871963,1.04
17179871964,2.14
17179871965,1.33
17179871966,0.53
17179871967,4.7
17179871968,2.24
17179871969,1.7
17179871970,4.91
17179871971,1.04
17179871972,1.99
17179871973,0.82
17179871974,0.93
17179871975,1.62
17179871976,0.53
17179871977,0.77
17179871978,11.55
17179871979,8.48
17179871980,0.99
17179871981,18.71
17179871982,0.72
17179871983,0.45
17179871984,1.1
17179871985,0.79
17179871986,0.97
17179871987,1.65
17179871988,2.0
17179871989,0.76
17179871990,9.55
17179871991,1.61
17179871992,2.14
17179871993,1.58
17179871994,2.27
17179871995,0.93
17179871996,3.96
17179871997,1.65
17179871998,0.61
17179871999,3.41
17179872000,0.75
17179872001,0.66
17179872002,2.03
17179872003,0.9
17179872004,1.19
17179872005,0.95
17179872006,1.1
17179872007,0.8
17179872008,6.24
17179872009,1.16
17179872010,2.82
17179872011,2.47
17179872012,8.2
17179872013,0.52
17179872014,1.3
17179872015,2.94
17179872016,9.26
17179872017,4.24
17179872018,7.89
17179872019,1.73
17179872020,16.7
17179872021,0.76
17179872022,3.1
17179872023,1.67
17179872024,6.01
17179872025,1.49
17179872026,3.66
17179872027,4.32
17179872028,4.26
17179872029,0.94
17179872030,0.92
17179872031,6.05
17179872032,1.12
17179872033,1.86
17179872034,2.93
17179872035,5.29
17179872036,7.25
17179872037,3.78
17179872038,1.35
17179872039,2.25
17179872040,3.44
17179872041,0.74
17179872042,2.99
17179872043,6.65
17179872044,4.8
17179872045,1.69
17179872046,4.78
17179872047,2.08
17179872048,9.64
17179872049,6.45
17179872050,0.56
17179872051,0.38
17179872052,0.87
17179872053,2.05
17179872054,0.76
17179872055,2.2
17179872056,6.06
17179872057,0.56
17179872058,2.25
17179872059,2.6
17179872060,1.11
17179872061,2.63
17179872062,0.88
17179872063,3.47
17179872064,0.35
17179872065,5.17
17179872066,0.82
17179872067,2.26
17179872068,2.28
17179872069,1.29
17179872070,2.66
17179872071,1.42
17179872072,0.9
17179872073,15.3
17179872074,2.53
17179872075,3.53
17179872076,1.24
17179872077,2.12
17179872078,1.15
17179872079,1.06
17179872080,0.6
17179872081,1.65
17179872082,5.81
17179872083,8.0
17179872084,0.0
17179872085,0.94
17179872086,1.92
17179872087,0.8
17179872088,5.93
17179872089,1.06
17179872090,1.46
17179872091,1.64
17179872092,5.69
17179872093,2.61
17179872094,3.11
17179872095,0.72
17179872096,2.34
17179872097,0.62
17179872098,2.6
17179872099,2.08
17179872100,1.11
17179872101,1.72
17179872102,1.63
17179872103,0.84
17179872104,2.71
17179872105,0.72
17179872106,0.33
17179872107,1.01
17179872108,1.25
17179872109,1.13
17179872110,3.59
17179872111,2.65
17179872112,1.69
17179872113,1.11
17179872114,3.93
17179872115,0.88
17179872116,0.87
17179872117,8.82
17179872118,1.04
17179872119,0.76
17179872120,1.59
17179872121,1.72
17179872122,0.8
17179872123,2.19
17179872124,1.23
17179872125,10.56
17179872126,1.06
17179872127,0.81
17179872128,2.25
17179872129,5.05
17179872130,0.8
17179872131,2.51
17179872132,1.77
17179872133,2.21
17179872134,4.12
17179872135,0.87
17179872136,1.59
17179872137,0.85
17179872138,6.01
17179872139,0.93
17179872140,5.19
17179872141,2.36
17179872142,0.78
17179872143,2.44
17179872144,2.43
17179872145,5.16
17179872146,1.58
17179872147,19.28
17179872148,0.8
17179872149,1.89
17179872150,3.94
17179872151,1.47
17179872152,1.2
17179872153,0.7
17179872154,0.8
17179872155,0.83
17179872156,3.05
17179872157,1.15
17179872158,0.76
17179872159,3.66
17179872160,2.4
17179872161,4.44
17179872162,1.25
17179872163,3.32
17179872164,0.47
17179872165,4.47
17179872166,1.1
17179872167,1.33
17179872168,2.13
17179872169,1.12
17179872170,4.83
17179872171,1.03
17179872172,2.92
17179872173,0.95
17179872174,1.11
17179872175,0.82
17179872176,1.45
17179872177,0.8
17179872178,1.31
17179872179,0.66
17179872180,2.03
17179872181,2.57
17179872182,1.57
17179872183,1.21
17179872184,0.95
17179872185,1.46
17179872186,2.13
17179872187,1.53
17179872188,3.55
17179872189,1.98
17179872190,1.84
17179872191,1.22
17179872192,3.33
17179872193,4.91
17179872194,1.85
17179872195,8.74
17179872196,16.54
17179872197,3.21
17179872198,3.01
17179872199,3.21
17179872200,1.37
17179872201,2.39
17179872202,1.06
17179872203,1.71
17179872204,2.18
17179872205,9.37
17179872206,10.75
17179872207,1.06
17179872208,1.43
17179872209,2.2
17179872210,2.65
17179872211,1.7
17179872212,1.33
17179872213,2.99
17179872214,3.87
17179872215,1.69
17179872216,3.02
17179872217,1.58
17179872218,4.74
17179872219,0.86
17179872220,5.76
17179872221,1.96
17179872222,1.04
17179872223,0.0
17179872224,1.23
17179872225,5.84
17179872226,1.72
17179872227,4.85
17179872228,0.86
17179872229,16.84
17179872230,0.4
17179872231,1.66
17179872232,0.44
17179872233,9.69
17179872234,3.18
17179872235,1.23
17179872236,0.92
17179872237,18.16
17179872238,4.92
17179872239,1.64
17179872240,1.32
17179872241,3.93
17179872242,2.94
17179872243,1.71
17179872244,2.68
17179872245,1.03
17179872246,1.34
17179872247,3.63
17179872248,1.06
17179872249,1.59
17179872250,1.18
17179872251,2.16
17179872252,2.53
17179872253,0.64
17179872254,1.13
17179872255,1.3
17179872256,0.88
17179872257,4.88
17179872258,1.14
17179872259,2.12
17179872260,0.29
17179872261,10.44
17179872262,2.81
17179872263,17.81
17179872264,9.99
17179872265,2.36
17179872266,7.22
17179872267,9.07
17179872268,2.6
17179872269,0.54
17179872270,2.65
17179872271,1.65
17179872272,1.07
17179872273,20.23
17179872274,1.34
17179872275,1.76
17179872276,1.28
17179872277,1.72
17179872278,1.83
17179872279,11.86
17179872280,0.44
17179872281,1.92
17179872282,1.59
17179872283,1.67
17179872284,1.41
17179872285,1.1
17179872286,1.02
17179872287,3.51
17179872288,1.11
17179872289,2.68
17179872290,1.47
17179872291,9.17
17179872292,4.27
17179872293,0.95
17179872294,1.15
17179872295,2.96
17179872296,1.2
17179872297,3.72
17179872298,1.44
17179872299,1.43
17179872300,1.85
17179872301,0.72
17179872302,3.69
17179872303,1.51
17179872304,0.4
17179872305,6.62
17179872306,1.2
17179872307,1.28
17179872308,1.61
17179872309,0.98
17179872310,2.59
17179872311,3.77
17179872312,4.24
17179872313,1.44
17179872314,0.49
17179872315,0.75
17179872316,1.75
17179872317,3.51
17179872318,1.54
17179872319,13.72
17179872320,3.02
17179872321,1.81
17179872322,1.92
17179872323,1.12
17179872324,0.92
17179872325,2.04
17179872326,1.4
17179872327,1.6
17179872328,0.39
17179872329,1.51
17179872330,1.76
17179872331,2.68
17179872332,2.72
17179872333,1.85
17179872334,1.11
17179872335,0.36
17179872336,1.27
17179872337,1.2
17179872338,0.91
17179872339,16.51
17179872340,0.66
17179872341,0.36
17179872342,2.99
17179872343,3.05
17179872344,1.48
17179872345,0.61
17179872346,2.26
17179872347,1.13
17179872348,1.84
17179872349,1.38
17179872350,1.47
17179872351,1.64
17179872352,1.85
17179872353,6.23
17179872354,0.53
17179872355,1.17
17179872356,1.81
17179872357,3.67
17179872358,5.44
17179872359,2.09
17179872360,2.05
17179872361,8.31
17179872362,5.59
17179872363,3.33
17179872364,0.82
17179872365,0.97
17179872366,0.73
17179872367,2.76
17179872368,3.21
17179872369,1.79
17179872370,3.08
17179872371,0.69
17179872372,2.63
17179872373,0.88
17179872374,1.59
17179872375,1.2
17179872376,2.93
17179872377,3.25
17179872378,1.43
17179872379,1.78
17179872380,1.6
17179872381,0.9
17179872382,3.79
17179872383,0.63
17179872384,1.54
17179872385,0.45
17179872386,1.6
17179872387,2.06
17179872388,1.73
17179872389,0.44
17179872390,0.75
17179872391,11.49
17179872392,0.89
17179872393,2.58
17179872394,1.26
17179872395,1.24
17179872396,1.98
17179872397,0.62
17179872398,7.65
17179872399,0.49
17179872400,10.37
17179872401,1.15
17179872402,1.26
17179872403,1.77
17179872404,1.61
17179872405,1.59
17179872406,1.1
17179872407,2.35
17179872408,1.65
17179872409,1.98
17179872410,0.81
17179872411,2.44
17179872412,0.49
17179872413,0.37
17179872414,1.66
17179872415,2.05
17179872416,0.89
17179872417,2.75
17179872418,1.87
17179872419,3.22
17179872420,5.55
17179872421,1.04
17179872422,1.66
17179872423,1.97
17179872424,1.58
17179872425,1.7
17179872426,0.61
17179872427,1.88
17179872428,3.29
17179872429,1.72
17179872430,4.03
17179872431,2.98
17179872432,0.71
17179872433,21.04
17179872434,0.84
17179872435,1.97
17179872436,1.17
17179872437,0.86
17179872438,1.4
17179872439,0.65
17179872440,1.39
17179872441,2.77
17179872442,6.12
17179872443,0.78
17179872444,6.05
17179872445,1.65
17179872446,5.14
17179872447,2.28
17179872448,3.58
17179872449,1.06
17179872450,4.32
17179872451,4.67
17179872452,3.27
17179872453,5.4
17179872454,1.35
17179872455,2.47
17179872456,3.51
17179872457,0.86
17179872458,1.07
17179872459,9.87
17179872460,0.62
17179872461,0.77
17179872462,0.78
17179872463,17.46
17179872464,0.91
17179872465,2.74
17179872466,0.59
17179872467,1.13
17179872468,2.15
17179872469,1.55
17179872470,5.41
17179872471,1.59
17179872472,9.73
17179872473,1.11
17179872474,1.16
17179872475,2.51
17179872476,0.0
17179872477,6.52
17179872478,0.49
17179872479,0.79
17179872480,0.75
17179872481,17.19
17179872482,1.16
17179872483,2.54
17179872484,3.8
17179872485,0.55
17179872486,0.85
17179872487,1.04
17179872488,1.01
17179872489,3.4
17179872490,0.54
17179872491,3.43
17179872492,2.57
17179872493,2.08
17179872494,1.65
17179872495,1.43
17179872496,2.51
17179872497,3.01
17179872498,3.21
17179872499,0.67
17179872500,17.23
17179872501,14.26
17179872502,2.63
17179872503,0.41
17179872504,1.47
17179872505,2.56
17179872506,1.74
17179872507,2.03
17179872508,2.17
17179872509,1.21
17179872510,0.51
17179872511,2.07
17179872512,1.74
17179872513,1.48
17179872514,8.48
17179872515,0.53
17179872516,0.75
17179872517,1.49
17179872518,3.12
17179872519,0.7
17179872520,0.53
17179872521,0.69
17179872522,1.09
17179872523,0.71
17179872524,0.44
17179872525,2.61
17179872526,0.79
17179872527,0.82
17179872528,0.74
17179872529,0.19
17179872530,1.0
17179872531,0.67
17179872532,0.89
17179872533,6.11
17179872534,2.0
17179872535,2.66
17179872536,5.04
17179872537,1.22
17179872538,4.98
17179872539,1.03
17179872540,1.53
17179872541,1.93
17179872542,0.93
17179872543,1.85
17179872544,0.37
17179872545,0.0
17179872546,6.74
17179872547,0.65
17179872548,1.7
17179872549,9.72
17179872550,2.35
17179872551,0.55
17179872552,1.84
17179872553,2.26
17179872554,0.96
17179872555,0.95
17179872556,3.17
17179872557,2.0
17179872558,4.09
17179872559,1.26
17179872560,1.04
17179872561,1.61
17179872562,1.1
17179872563,0.8
17179872564,3.31
17179872565,7.73
17179872566,1.44
17179872567,1.1
17179872568,1.24
17179872569,0.82
17179872570,0.63
17179872571,3.97
17179872572,3.95
17179872573,17.58
17179872574,1.1
17179872575,4.44
17179872576,3.24
17179872577,4.62
17179872578,4.09
17179872579,2.44
17179872580,1.09
17179872581,1.29
17179872582,1.41
17179872583,1.7
17179872584,1.63
17179872585,10.38
17179872586,2.36
17179872587,1.22
17179872588,1.29
17179872589,2.11
17179872590,0.82
17179872591,2.03
17179872592,1.58
17179872593,0.75
17179872594,9.94
17179872595,0.83
17179872596,0.83
17179872597,0.77
17179872598,0.79
17179872599,0.7
17179872600,1.94
17179872601,1.36
17179872602,2.61
17179872603,1.08
17179872604,0.84
17179872605,2.02
17179872606,1.01
17179872607,2.64
17179872608,0.91
17179872609,2.36
17179872610,1.89
17179872611,1.22
17179872612,5.1
17179872613,7.37
17179872614,0.74
17179872615,3.82
17179872616,2.47
17179872617,1.73
17179872618,0.78
17179872619,0.59
17179872620,0.62
17179872621,3.07
17179872622,1.07
17179872623,1.25
17179872624,1.65
17179872625,1.88
17179872626,0.67
17179872627,2.43
17179872628,1.56
17179872629,14.0
17179872630,15.17
17179872631,1.95
17179872632,1.73
17179872633,2.38
17179872634,1.32
17179872635,1.21
17179872636,1.34
17179872637,1.96
17179872638,2.64
17179872639,12.06
17179872640,1.24
17179872641,6.08
17179872642,1.1
17179872643,0.74
17179872644,2.35
17179872645,3.29
17179872646,0.72
17179872647,1.72
17179872648,0.78
17179872649,1.39
17179872650,0.84
17179872651,13.74
17179872652,4.07
17179872653,10.68
17179872654,0.79
17179872655,3.0
17179872656,1.75
17179872657,0.77
17179872658,0.6
17179872659,0.55
17179872660,2.8
17179872661,2.08
17179872662,0.99
17179872663,0.68
17179872664,2.7
17179872665,1.87
17179872666,1.34
17179872667,7.73
17179872668,1.23
17179872669,1.74
17179872670,1.62
17179872671,1.38
17179872672,1.46
17179872673,0.92
17179872674,0.81
17179872675,2.88
17179872676,0.9
17179872677,0.84
17179872678,3.46
17179872679,1.2
17179872680,0.93
17179872681,2.05
17179872682,0.65
17179872683,6.33
17179872684,0.78
17179872685,3.08
17179872686,3.9
17179872687,0.68
17179872688,1.46
17179872689,1.48
17179872690,1.19
17179872691,1.47
17179872692,1.01
17179872693,6.23
17179872694,0.56
17179872695,0.78
17179872696,1.01
17179872697,9.22
17179872698,0.85
17179872699,28.64
17179872700,6.58
17179872701,3.32
17179872702,1.01
17179872703,1.44
17179872704,0.26
17179872705,1.57
17179872706,1.85
17179872707,0.71
17179872708,0.56
17179872709,0.64
17179872710,0.6
17179872711,0.89
17179872712,4.89
17179872713,1.27
17179872714,2.21
17179872715,1.13
17179872716,6.4
17179872717,1.96
17179872718,4.6
17179872719,0.67
17179872720,0.78
17179872721,2.35
17179872722,0.9
17179872723,2.36
17179872724,1.34
17179872725,0.6
17179872726,2.27
17179872727,1.35
17179872728,1.21
17179872729,1.41
17179872730,4.59
17179872731,1.25
17179872732,1.36
17179872733,5.91
17179872734,0.64
17179872735,0.69
17179872736,3.27
17179872737,0.98
17179872738,1.98
17179872739,0.69
17179872740,0.72
17179872741,0.76
17179872742,2.71
17179872743,1.44
17179872744,1.59
17179872745,1.01
17179872746,1.59
17179872747,0.96
17179872748,0.78
17179872749,4.73
17179872750,1.12
17179872751,4.14
17179872752,1.14
17179872753,13.13
17179872754,1.28
17179872755,1.11
17179872756,1.55
17179872757,1.82
17179872758,5.91
17179872759,8.69
17179872760,12.44
17179872761,0.4
17179872762,0.7
17179872763,1.76
17179872764,2.48
17179872765,0.75
17179872766,2.47
17179872767,8.01
17179872768,2.3
17179872769,0.8
17179872770,1.4
17179872771,1.83
17179872772,1.1
17179872773,1.51
17179872774,10.89
17179872775,12.24
17179872776,0.92
17179872777,2.41
17179872778,1.8
17179872779,2.46
17179872780,1.27
17179872781,1.31
17179872782,2.51
17179872783,1.32
17179872784,6.72
17179872785,2.04
17179872786,1.87
17179872787,2.61
17179872788,3.15
17179872789,2.25
17179872790,1.86
17179872791,1.88
17179872792,1.76
17179872793,4.97
17179872794,1.22
17179872795,17.14
17179872796,2.66
17179872797,4.69
17179872798,1.32
17179872799,3.23
17179872800,1.84
17179872801,1.71
17179872802,9.52
17179872803,0.9
17179872804,1.22
17179872805,1.64
17179872806,17.05
17179872807,2.22
17179872808,0.88
17179872809,1.05
17179872810,1.8
17179872811,1.24
17179872812,2.0
17179872813,3.14
17179872814,1.29
17179872815,0.65
17179872816,2.19
17179872817,1.61
17179872818,1.82
17179872819,1.79
17179872820,2.55
17179872821,7.12
17179872822,0.93
17179872823,1.41
17179872824,0.72
17179872825,0.85
17179872826,1.6
17179872827,0.98
17179872828,1.23
17179872829,1.51
17179872830,1.52
17179872831,3.44
17179872832,0.9
17179872833,1.42
17179872834,0.54
17179872835,3.54
17179872836,1.37
17179872837,0.63
17179872838,3.66
17179872839,0.99
17179872840,4.99
17179872841,1.56
17179872842,5.86
